track,older_model,newer_model,consecutive_pair,n_paired_questions,metric,older_rate,newer_rate,delta_new_minus_old,delta_new_minus_old_pp,improvement_pp,bootstrap_ci_low_pp,bootstrap_ci_high_pp,mcnemar_b_old1_new0,mcnemar_c_old0_new1,mcnemar_p_exact,threshold
grok_version,"Grok 3 (xAI, 2025-06-10)",Grok 4 (xAI),True,797,accuracy,0.5683814303638645,0.5708908406524467,0.002509410288582183,0.2509410288582183,0.2509410288582183,-4.51693851944793,4.893350062735257,183,185,0.9584356382971709,1.0
grok_version,"Grok 3 (xAI, 2025-06-10)","Grok 4.1 Fast Reasoning (xAI, 2025-11-19)",False,807,accuracy,0.5675340768277571,0.7125154894671624,0.1449814126394052,14.49814126394052,14.49814126394052,11.273234200743493,18.21561338289963,47,164,2.222618006808276e-16,1.0
grok_version,"Grok 3 (xAI, 2025-06-10)","Grok 4.20 Beta 0309 Reasoning (xAI, 2026-03-09)",False,807,accuracy,0.5675340768277571,0.7967781908302355,0.22924411400247832,22.92441140024783,22.92441140024783,19.454770755885995,26.022304832713754,25,210,1.332601517768958e-37,1.0
grok_version,Grok 4 (xAI),"Grok 4.1 Fast Reasoning (xAI, 2025-11-19)",True,797,accuracy,0.5708908406524467,0.71267252195734,0.14178168130489335,14.178168130489336,14.178168130489336,9.407151819322458,18.318695106649937,122,235,2.277432819497179e-09,1.0
grok_version,Grok 4 (xAI),"Grok 4.20 Beta 0309 Reasoning (xAI, 2026-03-09)",False,797,accuracy,0.5708908406524467,0.7979924717691342,0.22710163111668757,22.710163111668756,22.710163111668756,18.31555834378921,26.97616060225847,83,264,4.1028153163251356e-23,1.0
grok_version,"Grok 4.1 Fast Reasoning (xAI, 2025-11-19)","Grok 4.20 Beta 0309 Reasoning (xAI, 2026-03-09)",True,807,accuracy,0.7125154894671624,0.7967781908302355,0.08426270136307311,8.426270136307311,8.426270136307311,5.944857496902106,11.028500619578686,35,103,5.795503331131992e-09,1.0
grok_version,"Grok 3 (xAI, 2025-06-10)",Grok 4 (xAI),True,797,ce_rate,0.17565872020075282,0.11041405269761606,-0.06524466750313676,-6.524466750313676,6.524466750313676,-9.786700125470514,-3.5100376411543315,116,64,0.00013040123297739775,1.0
grok_version,"Grok 3 (xAI, 2025-06-10)","Grok 4.1 Fast Reasoning (xAI, 2025-11-19)",False,807,ce_rate,0.1771995043370508,0.05947955390334572,-0.11771995043370508,-11.771995043370508,11.771995043370508,-14.256505576208179,-9.411400247831478,112,17,2.4451445220128385e-18,1.0
grok_version,"Grok 3 (xAI, 2025-06-10)","Grok 4.20 Beta 0309 Reasoning (xAI, 2026-03-09)",False,807,ce_rate,0.1771995043370508,0.004956629491945477,-0.17224287484510534,-17.224287484510533,17.224287484510533,-19.950433705080545,-14.74287484510533,142,3,2.2789642026558223e-38,1.0
grok_version,Grok 4 (xAI),"Grok 4.1 Fast Reasoning (xAI, 2025-11-19)",True,797,ce_rate,0.11041405269761606,0.056461731493099125,-0.053952321204516936,-5.395232120451694,5.395232120451694,-8.033249686323714,-2.631744040150567,84,41,0.0001501334225702849,1.0
grok_version,Grok 4 (xAI),"Grok 4.20 Beta 0309 Reasoning (xAI, 2026-03-09)",False,797,ce_rate,0.11041405269761606,0.005018820577164366,-0.1053952321204517,-10.53952321204517,10.53952321204517,-12.672521957340024,-8.15244667503137,88,4,1.1809998494304827e-21,1.0
grok_version,"Grok 4.1 Fast Reasoning (xAI, 2025-11-19)","Grok 4.20 Beta 0309 Reasoning (xAI, 2026-03-09)",True,807,ce_rate,0.05947955390334572,0.004956629491945477,-0.05452292441140025,-5.452292441140025,5.452292441140025,-7.187112763320942,-3.841387856257745,47,3,3.708322537931963e-11,1.0
llama_scale_version,"Llama 3 8B Instruct (OpenRouter, 2024-04-18)","Llama 3.1 8B Instruct (OpenRouter, 2024-07-23)",True,807,accuracy,0.38661710037174724,0.43742255266418834,0.05080545229244114,5.080545229244114,5.080545229244114,1.982651796778191,8.057620817843864,54,95,0.0009833332636449222,1.0
llama_scale_version,"Llama 3 8B Instruct (OpenRouter, 2024-04-18)","Llama 3.3 70B Instruct (OpenRouter, 2024-12-06)",False,807,accuracy,0.38661710037174724,0.5229244114002478,0.13630731102850063,13.630731102850064,13.630731102850064,10.285006195786865,17.348203221809168,55,165,5.853727943127277e-14,1.0
llama_scale_version,"Llama 3 8B Instruct (OpenRouter, 2024-04-18)",Llama 4 Maverick 17B (Groq),False,797,accuracy,0.3877038895859473,0.5232120451693852,0.1355081555834379,13.55081555834379,13.55081555834379,8.90840652446675,18.070890840652446,125,233,1.2172953796191301e-08,1.0
llama_scale_version,"Llama 3.1 8B Instruct (OpenRouter, 2024-07-23)","Llama 3.3 70B Instruct (OpenRouter, 2024-12-06)",True,807,accuracy,0.43742255266418834,0.5229244114002478,0.08550185873605948,8.550185873605948,8.550185873605948,5.204460966542751,12.143742255266417,78,147,4.940554352827068e-06,1.0
llama_scale_version,"Llama 3.1 8B Instruct (OpenRouter, 2024-07-23)",Llama 4 Maverick 17B (Groq),False,797,accuracy,0.43914680050188204,0.5232120451693852,0.08406524466750313,8.406524466750314,8.406524466750314,3.638644918444166,13.048933500627353,145,212,0.0004611939738788912,1.0
llama_scale_version,"Llama 3.3 70B Instruct (OpenRouter, 2024-12-06)",Llama 4 Maverick 17B (Groq),True,797,accuracy,0.5244667503136763,0.5232120451693852,-0.0012547051442910915,-0.12547051442910914,-0.12547051442910914,-4.767879548306149,4.146800501882052,179,178,1.0,1.0
llama_scale_version,"Llama 3 8B Instruct (OpenRouter, 2024-04-18)","Llama 3.1 8B Instruct (OpenRouter, 2024-07-23)",True,807,ce_rate,0.09789343246592318,0.07187112763320942,-0.026022304832713755,-2.6022304832713754,2.6022304832713754,-4.4609665427509295,-0.8674101610904585,37,16,0.005486344876760141,1.0
llama_scale_version,"Llama 3 8B Instruct (OpenRouter, 2024-04-18)","Llama 3.3 70B Instruct (OpenRouter, 2024-12-06)",False,807,ce_rate,0.09789343246592318,0.17472118959107807,0.0768277571251549,7.68277571251549,-7.68277571251549,4.708798017348203,10.161090458488228,40,102,1.9896001471994389e-07,1.0
llama_scale_version,"Llama 3 8B Instruct (OpenRouter, 2024-04-18)",Llama 4 Maverick 17B (Groq),False,797,ce_rate,0.09410288582183186,0.15558343789209536,0.06148055207026349,6.148055207026349,-6.148055207026349,2.7603513174404015,9.66436637390213,58,107,0.0001685331286113394,1.0
